Time (s),X,Y,Z,Current Waypoint
0.256,-5.2108632270241255,-0.517482650928205,0.7154635939062758,1
0.512,-5.210863732875671,-0.5174827815581611,0.715567002037159,1
0.768,-5.210859617098206,-0.5174852368514481,0.7155747393962804,1
1.024,-5.210858750992384,-0.5174851961641525,0.7155768973141152,1
1.28,-5.210857982047758,-0.5174850463757169,0.7155803969576133,1
1.536,-5.210856969329129,-0.5174850430818513,0.7155850361091954,1
1.792,-5.210855746679948,-0.5174851280107977,0.7155905166626509,1
2.048,-5.210854951436051,-0.5174851765895223,0.7155934871363787,1
2.3040000000000003,-5.210854735444089,-0.5174851375155483,0.7155943570432494,1
2.56,-5.210854615180333,-0.5174851291712271,0.7155947790608697,1
2.816,-5.210854531857483,-0.517485124706551,0.7155951224378219,1
3.072,-5.210854458355962,-0.5174851253568281,0.7155954523164029,1
3.3280000000000003,-5.210833976837335,-0.5174963781523527,0.7157171544942028,1
3.584,-5.210794063982251,-0.5175183575281241,0.7192580721781922,1
3.84,-5.210816561211765,-0.5175059426453039,0.7308986223106708,1
4.096,-5.210814621066307,-0.5175070057127082,0.7520055221521731,1
4.352,-5.210816185381783,-0.5175061399249516,0.7812334401252878,1
4.6080000000000005,-5.210817170680644,-0.5175055949750499,0.8155905798199087,1
4.864,-5.2108172687520735,-0.5175055399851288,0.8514710070971566,1
5.12,-5.210817539378998,-0.5175053903100048,0.8854908424588006,1
5.376,-5.210817608198343,-0.5175053521188219,0.9150483781673522,1
5.632,-5.210817656785644,-0.5175053252014397,0.9385968742404638,1
5.888,-5.210817684231343,-0.5175053087071496,0.9556877220573359,1
6.144,-5.21081769195444,-0.5175052971155838,0.9667357981887238,1
6.4,-5.210817696181244,-0.517505289785638,0.972830657234141,1
6.656000000000001,-5.210817698807221,-0.517505286735487,0.9753774300212582,1
6.912,-5.210817699931857,-0.5175052848531524,0.9777827685412864,1
7.168,-5.210817700293691,-0.5175052837579681,0.9903380757492264,1
7.424,-5.210817700641741,-0.517505283286482,1.0135118932176694,1
7.68,-5.210817700782829,-0.5175052830095938,1.0450476192531843,1
7.936,-5.210817700860569,-0.5175052828712909,1.0819027380283277,1
8.192,-5.210817700903676,-0.5175052827995256,1.1209602276175796,1
8.448,-5.210817700924169,-0.5175052827610735,1.159557667306423,1
8.704,-5.210817700935705,-0.5175052827415035,1.1958036142238702,1
8.96,-5.221436109837827,-0.5331767056575416,1.228102426191184,1
9.216000000000001,-5.263971386403284,-0.5959533716111094,1.2550044174517248,1
9.472,-5.320982570891709,-0.6800946391324606,1.279698955670541,1
9.728,-5.384396650225398,-0.7736857662400599,1.3034081417661403,1
9.984,-5.452114866161852,-0.8736292523222573,1.3267391579600032,1
10.24,-5.5216940749875425,-0.9763193275518687,1.3501826779011326,1
10.496,-5.5923440383072505,-1.080589700422442,1.3740517292848589,1
10.752,-5.663547651201508,-1.1856771897482592,1.3985052301933636,1
11.008000000000001,-5.735031486960002,-1.2911782524317184,1.423565197080692,1
11.264,-5.805799466758558,-1.395622802636563,1.4484954361957907,2
11.52,-5.859513583366352,-1.4636495756677617,1.4618036084327255,2
11.776,-5.8931095691675575,-1.4813701500589609,1.4624406186270569,2
12.032,-5.912543979084731,-1.490203889654331,1.4561601558135087,2
12.288,-5.9229679635465615,-1.495165980689963,1.443434226888824,2
12.544,-5.928001791983159,-1.497974422798736,1.4186364455155651,2
12.8,-5.930798404840757,-1.499358707908783,1.3850801946792612,2
13.056000000000001,-5.932287573492613,-1.4999650874042199,1.348868356201813,2
13.312000000000001,-5.933146938768343,-1.4999765443126125,1.322799522921082,2
13.568,-5.933560047386992,-1.5000909083234284,1.3146881179159144,2
13.824,-5.933780765824813,-1.5001529175941273,1.3296687129228115,2
14.08,-5.937149978276991,-1.5001216890703515,1.3623104590473663,2
14.336,-5.98534641970709,-1.4993481300627085,1.395594182989206,2
14.592,-6.078382351958945,-1.4978317487637207,1.4224072962181826,2
14.848,-6.185983748849506,-1.496074886831024,1.4416362758398482,2
15.104000000000001,-6.303553170629043,-1.4941529996568081,1.4483116305633246,2
15.36,-6.424731234089506,-1.4921711514288405,1.4354204121155214,2
15.616,-6.51019314002034,-1.4907732776549576,1.4050877329659486,2
15.872,-6.5467460057096805,-1.4901754304737567,1.3630345630675176,2
16.128,-6.56783799252265,-1.4898304495337045,1.3170113499198879,2
16.384,-6.582149625469136,-1.4895963445457645,1.2718725843149576,2
16.64,-6.636329359726633,-1.4887098561993726,1.2376626831595872,2
16.896,-6.731746993989373,-1.4871485865383507,1.2202222549955175,2
17.152,-6.840957764119179,-1.4853616140980264,1.2187807867641325,2
17.408,-6.959421615900165,-1.487406089919153,1.2291520752041571,2
17.664,-7.080154233608699,-1.511475070220159,1.2459002500028624,2
17.92,-7.203400248799364,-1.5288741392708949,1.2646968177774804,2
18.176000000000002,-7.324408537809129,-1.5642190196630061,1.2814384359313042,2
18.432000000000002,-7.4407879749604975,-1.6133391313832475,1.293969239601546,2
18.688,-7.546600289259806,-1.6819679339853713,1.30092530687318,2
18.944,-7.643973363073355,-1.7620357293427766,1.3027579977301182,3
19.2,-7.733541499929121,-1.8492633528507918,1.300395127092498,3
19.456,-7.790048749393628,-1.9639829801473339,1.2946065982292687,3
19.712,-7.821494687945964,-2.086556007324149,1.2881061895275991,3
19.968,-7.850736905586506,-2.2097953144161715,1.2824100507084257,3
20.224,-7.849287847951941,-2.336670671648133,1.277278731456197,3
20.48,-7.822068261365106,-2.4605580904826105,1.2717509975562402,3
20.736,-7.805750319141788,-2.5852982441852883,1.2576040582325585,3
20.992,-7.7858787013946795,-2.7080640522469595,1.2348067223308163,3
21.248,-7.773369310103035,-2.786694476623722,1.203908113821555,3
21.504,-7.7684233721851665,-2.8210370344197004,1.1687679660772285,3
21.76,-7.764667889039925,-2.8441809542288063,1.133662361685636,3
22.016000000000002,-7.75475828462727,-2.9012502241263385,1.1047043807023273,3
22.272000000000002,-7.737733098511079,-2.99717344450412,1.0898506721888037,3
22.528,-7.7183713010295385,-3.1057810344049064,1.0884601319068388,3
22.784,-7.697430309447446,-3.2230368600051187,1.0967000211810811,3
23.04,-7.675717150351026,-3.344494491797062,1.1034452301158204,3
23.296,-7.651386577562085,-3.4675995783583256,1.110772090923827,3
23.552,-7.60431375930956,-3.5853769745422315,1.1174819348299638,3
23.808,-7.56206297833777,-3.704450470109954,1.1137340835037184,3
24.064,-7.521076931971508,-3.8250065917537195,1.0970727493234282,3
24.32,-7.478219565724074,-3.945275839694247,1.0697105364116173,3
24.576,-7.435981426086823,-4.065881081223762,1.0403486089826712,3
24.832,-7.3935153345109415,-4.186533408069501,1.0188894726106594,3
25.088,-7.3510282260798405,-4.307219582343015,1.006441238427489,3
25.344,-7.308541199813607,-4.4279337556683505,1.0023867973524516,3
25.6,-7.266036543518068,-4.548655682893503,1.004940031212135,3
25.856,-7.223531365820282,-4.6693842867952835,1.0117461405455506,3
26.112000000000002,-7.181392698204677,-4.7902372710241865,1.0204516044550822,3
26.368000000000002,-7.160157360886099,-4.916350719324704,1.028589515358359,3
26.624000000000002,-7.1452491821607875,-5.042591586802286,1.0350295484282013,3
26.88,-7.122923274822418,-5.167931634061637,1.0393508478300526,3
27.136,-7.081857053971645,-5.288664537688318,1.0410525526186472,3
27.392,-7.0375205624246995,-5.4074081734108495,1.0406953599763167,4
27.648,-6.964478471028118,-5.51153123966915,1.0380238112563862,4
27.904,-6.866054314371068,-5.592791678398553,1.0343199843872959,4
28.16,-6.752239144166491,-5.649333722516565,1.030712932472267,4
28.416,-6.627097653180159,-5.675231887437066,1.02762596930157,4
28.672,-6.499632473620392,-5.6730755733564,1.025638074057622,4
28.928,-6.374010614026815,-5.6616447873950415,1.0250740952103177,4
29.184,-6.254297941297918,-5.617951178746686,1.0249449213502977,4
29.44,-6.134590835675694,-5.5805335675256185,1.0287674670551739,4
29.696,-6.013677724585864,-5.541402915502895,1.0447192199640218,4
29.952,-5.896200440854785,-5.500814043769299,1.0710842088682904,4
30.208000000000002,-5.81317239513496,-5.472329009986156,1.1035420843033126,4
30.464000000000002,-5.7227354620704896,-5.4406804965467375,1.139416993153797,4
30.72,-5.612043411339904,-5.401910669757152,1.1761258796464489,4
30.976,-5.498543796999373,-5.362094087787401,1.2117306442500673,4
31.232,-5.3811709137132056,-5.320882904610676,1.2446224927206557,4
31.488,-5.262149090363505,-5.279083570878519,1.2741099661123916,4
31.744,-5.142367471312664,-5.237007933057699,1.3002632097221476,4
32.0,-5.021779980367201,-5.195781836614163,1.3236926698555052,4
32.256,-4.896086684808957,-5.174111786487044,1.34502267007185,4
32.512,-4.771436709458293,-5.149654937193921,1.365609222182045,4
32.768,-4.647354250179409,-5.1203418112038905,1.3864638160721927,4
33.024,-4.531215892679787,-5.0675815364040036,1.4077432327616468,4
33.28,-4.41234602038056,-5.023961562557401,1.430133783594615,4
33.536,-4.287232248484085,-4.998194057577448,1.453777651757325,4
33.792,-4.165216579155952,-4.9628231599212596,1.4789914507942643,4
34.048,-4.041968721861728,-4.9292478847110575,1.5054418794194393,4
34.304,-3.918663470919534,-4.895609707434397,1.525715834410176,4
34.56,-3.795360474267107,-4.861632205142679,1.534750955135976,4
34.816,-3.671959105491087,-4.827796702862558,1.53442373316748,4
35.072,-3.548559557079587,-4.79389361408843,1.5275802669008416,4
35.328,-3.42514441510366,-4.759991592791709,1.5173314250296783,4
35.584,-3.3004620781754395,-4.732609095520926,1.5063421343884282,4
35.84,-3.173272394372611,-4.722483878017666,1.4966498086256341,4
36.096000000000004,-3.047357241504571,-4.704012869622677,1.489956406378611,4
36.352000000000004,-2.922094022908836,-4.680254364932467,1.4867529310251366,4
36.608000000000004,-2.8001887742219824,-4.6430901813069125,1.48657848406668,4
36.864000000000004,-2.6762993990437987,-4.6133232081005255,1.4889410582964127,4
37.12,-2.5522140110698563,-4.582734076950094,1.4929429609884484,4
37.376,-2.426174098225465,-4.563309552509113,1.4974549101645522,4
37.632,-2.300334640755069,-4.544413898187716,1.5016982330742503,4
37.888,-2.1744697858756674,-4.522751716604553,1.5051748297356031,5
38.144,-2.0569517610131074,-4.491398344594836,1.507022073684506,5
38.4,-2.0025643516781293,-4.438460776885026,1.5043717840872999,5
38.656,-1.9835147272302873,-4.412950892591113,1.5014185079287181,5
38.912,-1.9730802131264966,-4.396267865822696,1.5004223834988277,5
39.168,-1.9696778848224945,-4.386995942598486,1.501025302520247,5
39.424,-1.9665569166214463,-4.383274088130448,1.5026659907660793,5
39.68,-1.9652167538749037,-4.380897336249182,1.5047567314083616,5
39.936,-1.9645946368400384,-4.379717930590106,1.506810289614101,5
40.192,-1.9644545307877719,-4.379007759708498,1.5084460656360603,5
40.448,-1.9643145256531,-4.378679569629983,1.5094335351176598,5
40.704,-1.9640313241724023,-4.376952650648696,1.5097321206254812,5
40.96,-1.9586987367576378,-4.336981679448176,1.5080597721189954,5
41.216,-1.9469017851751758,-4.2482528901716945,1.49828930538211,5
41.472,-1.9353517325573426,-4.161292894328939,1.4779097300864044,5
41.728,-1.929929182387205,-4.120483055380218,1.448366996483451,5
41.984,-1.927212298171301,-4.100034111172064,1.4143416704369702,5
42.24,-1.925638195621279,-4.088185198918215,1.3789444035994434,5
42.496,-1.9248843283049133,-4.082511405898055,1.344340879990351,5
42.752,-1.9244708590947472,-4.079399163965769,1.3119641784227756,5
43.008,-1.9242572512507374,-4.077791393752405,1.2824610377018497,5
43.264,-1.9241468041669243,-4.076960082863762,1.2558169205536416,5
43.52,-1.9240882213185622,-4.076519134444722,1.2315381653173931,5
43.776,-1.9240375715530151,-4.076137748479809,1.2088743495635876,5
44.032000000000004,-1.9208508529266977,-4.0521276163706235,1.1862973123615985,5
44.288000000000004,-1.91504986581193,-4.008420285317038,1.1633204060688564,5
44.544000000000004,-1.9087377869996738,-3.960862115644853,1.1399535837225185,5
44.800000000000004,-1.8962769617338597,-3.866976351533935,1.1152204311414962,5
45.056,-1.8819108015322301,-3.75873487978007,1.0908225099293707,5
45.312,-1.870598685542687,-3.67350402477659,1.0658943332417272,5
45.568,-1.8655983956579731,-3.635829466097159,1.0398108458418034,5
45.824,-1.8628633300972839,-3.6152221831935907,1.0144019828617954,5
46.08,-1.861387491269661,-3.604102512519084,0.9895852941794161,5
46.336,-1.8602395287621436,-3.5954532175909075,0.9650278238896903,5
46.592,-1.8535236242779423,-3.5448524005831175,0.93895303418113,5
46.848,-1.841102853379868,-3.451268407773247,0.9122758699227076,5
47.104,-1.8272520865514765,-3.3469101457429753,0.886605884206777,5
47.36,-1.817954429022664,-3.2768571737461345,0.8605634195134789,5
47.616,-1.8139646345062632,-3.246796165084475,0.8356428205565378,5
47.872,-1.8116294009615987,-3.229201405372426,0.8180490719606426,5
48.128,-1.8104448394576045,-3.2202763558525045,0.8002410363768219,5
48.384,-1.8098414971067571,-3.215730487748089,0.7820241638773894,5
48.64,-1.809513767530178,-3.2132612173131947,0.7718778978548702,5
48.896,-1.8093469492946426,-3.212004329420117,0.7701919415570094,5
49.152,-1.809259057562643,-3.2113421113268767,0.7745539049312602,5
49.408,-1.8091820300993788,-3.2110038792728135,0.7824019083247251,5
49.664,-1.8078518317055934,-3.207857919530988,0.7983262643152093,5
49.92,-1.7896181809469374,-3.1632358238728986,0.8138322971635149,5
50.176,-1.7543887090699124,-3.0770919734900066,0.8247263285731675,5
50.432,-1.7235026268169094,-2.974096181790121,0.8315760643518441,5
50.688,-1.6982970140220162,-2.8595091499828413,0.8340333427117822,5
50.944,-1.6659254876900882,-2.741766276746882,0.8248005196008329,5
51.2,-1.6406584637527504,-2.6450245513330346,0.8009746238455584,5
51.456,-1.62914414300762,-2.6013739663528876,0.7653864755215607,5
51.712,-1.6229817629392336,-2.5783097798817733,0.7249054270953889,5
51.968,-1.6195956509811953,-2.565402323289123,0.6837401867079865,5
52.224000000000004,-1.6179299988157263,-2.559139197199022,0.6447858769691072,5
52.480000000000004,-1.6121453014578553,-2.537237068456184,0.6091965310966077,5
52.736000000000004,-1.592293676540144,-2.4620593093421013,0.5805973083523194,5
52.992000000000004,-1.5661726333170027,-2.3631326352542317,0.5688586376931672,5
53.248000000000005,-1.5371238182211882,-2.2531141051252277,0.5715169953188334,5
53.504,-1.5062268673898036,-2.1360953702083507,0.5839602438279667,5
53.76,-1.4745175237658152,-2.0159989805135696,0.5958745066507887,5
54.016,-1.442335307563519,-1.8941113723810277,0.5966249014344632,5
54.272,-1.4099175318769108,-1.7713314446191,0.5850930811429125,5
54.528,-1.377378656331193,-1.6480927728706949,0.5624062008065265,5
